@relation features-weka.filters.unsupervised.attribute.Remove-R1

@attribute followers_count numeric
@attribute following_count numeric
@attribute bio_pronouns_count numeric
@attribute bio_NNP_tags numeric
@attribute bio_PRP_tags numeric
@attribute bio_Yes_freq_terms numeric
@attribute bio_No_freq_terms numeric
@attribute bio_auto_Yes_freq_terms numeric
@attribute name_auto_Yes_freq_terms numeric
@attribute bio_auto_No_freq_terms numeric
@attribute name_auto_No_freq_terms numeric
@attribute class {yes,no}

@data
143,660,3,2,3,3,0,24,0,0,0,?
143,348,0,12,0,0,1,4,1,1,0,?
146,245,1,7,1,3,0,15,0,0,0,?
143,684,1,3,0,2,0,5,0,1,0,?
143,215,0,10,0,0,0,1,1,0,0,?
169,254,2,1,2,0,0,9,0,1,0,?
143,210,2,7,1,1,0,10,0,0,0,?
165,370,2,3,1,1,0,13,0,0,0,?
142,393,2,0,1,0,0,16,1,1,0,?
142,232,0,6,0,0,0,6,1,2,0,?
142,86,1,10,0,2,1,8,0,1,0,?
142,316,1,3,0,1,0,19,0,0,0,?
142,633,1,0,0,2,0,12,0,2,0,?
142,152,0,6,0,1,0,1,1,1,0,?
141,435,0,2,0,1,0,9,1,0,0,?
147,180,0,3,0,2,0,2,1,0,0,?
142,1747,0,0,1,0,0,11,1,0,0,?
142,413,0,3,0,0,0,1,1,0,0,?
142,316,0,0,0,2,1,1,0,0,0,?
142,244,0,10,0,1,1,7,0,0,0,?
145,150,1,0,0,1,0,8,0,0,0,?
142,436,1,0,1,1,0,2,1,0,0,?
142,734,0,1,0,2,0,9,0,2,0,?
142,569,2,5,1,0,0,13,0,0,0,?
142,140,0,11,0,0,0,6,0,1,0,?
142,111,1,2,0,0,0,4,1,0,1,?
142,668,1,4,0,1,0,2,0,0,0,?
142,139,1,9,0,1,0,7,0,1,0,?
142,192,0,4,0,0,0,2,0,0,0,?
142,518,2,9,0,3,0,18,0,0,0,?
141,510,0,8,0,0,0,8,0,1,0,?
141,448,0,4,0,0,0,10,0,0,0,?
141,404,1,4,0,2,0,10,1,2,0,?
141,367,1,0,0,0,0,5,0,0,0,?
141,362,1,3,0,4,2,13,1,0,0,?
141,278,1,8,1,0,0,12,0,2,0,?
141,220,3,8,1,1,0,16,0,1,0,?
141,353,0,7,0,0,0,1,0,1,1,?
141,526,4,10,3,2,0,12,0,0,0,?
141,716,0,3,0,2,0,8,0,3,0,?
141,269,0,1,0,1,0,13,1,1,0,?
141,289,0,1,0,0,0,4,0,1,0,?
141,590,0,10,0,0,0,2,0,0,0,?
141,668,0,8,0,0,0,1,2,0,0,?
141,98,0,4,0,0,0,2,1,0,1,?
141,496,0,0,0,0,0,0,0,0,0,?
141,497,0,5,0,0,0,1,0,1,0,?
141,357,1,7,0,1,0,13,0,0,0,?
142,389,1,6,1,0,0,6,1,0,0,?
141,269,5,0,3,2,0,15,0,0,0,?
141,141,0,0,0,1,0,1,0,0,0,?
140,416,0,3,0,0,1,8,1,0,0,?
142,579,1,0,1,2,1,10,2,3,1,?
140,207,0,1,0,0,0,2,0,0,0,?
140,159,1,0,0,0,0,7,0,3,0,?
140,99,1,1,1,0,0,8,1,1,0,?
140,824,1,15,1,0,0,9,0,0,0,?
140,183,2,6,1,1,1,15,1,4,0,?
140,226,0,6,0,0,0,4,2,0,0,?
140,267,0,10,0,0,0,8,1,0,0,?
140,144,0,6,0,0,0,1,0,0,0,?
140,128,0,6,0,0,0,3,0,0,0,?
140,124,1,2,1,1,1,6,1,1,0,?
140,247,4,0,0,4,0,17,1,0,0,?
140,94,0,14,0,0,0,10,1,3,0,?
140,621,2,6,0,0,0,14,0,2,0,?
140,450,1,2,0,3,0,10,1,0,0,?
142,123,0,2,0,0,0,2,0,0,0,?
140,1037,2,0,0,0,0,14,1,0,0,?
140,491,0,18,0,0,0,8,0,1,0,?
140,524,0,6,0,1,0,9,0,0,0,?
140,146,3,6,2,0,0,11,0,1,0,?
143,246,3,7,0,2,0,8,1,0,0,?
140,974,1,0,2,1,0,10,1,0,0,?
140,264,0,6,0,1,0,3,0,0,0,?
140,386,6,4,4,3,0,11,0,2,0,?
140,215,2,1,0,0,0,7,1,0,0,?
140,296,0,5,0,0,0,2,1,0,1,?
140,1159,1,7,0,0,0,12,0,0,0,?
140,165,2,12,2,1,0,9,1,0,1,?
139,320,1,4,0,0,0,6,0,1,0,?
139,381,1,10,0,0,0,8,1,0,0,?
139,248,3,7,3,0,0,15,0,2,0,?
139,370,5,5,2,2,0,9,0,1,0,?
139,52,0,8,0,0,0,11,0,0,0,?
139,381,4,3,3,1,0,8,0,0,0,?
139,111,0,8,0,0,0,6,0,0,0,?
139,999,2,0,1,2,0,6,1,0,0,?
139,444,0,8,0,1,0,4,1,2,0,?
139,119,3,1,1,0,0,16,0,1,0,?
139,535,1,1,0,2,1,9,1,2,0,?
139,255,1,1,0,0,0,8,1,0,0,?
139,331,0,5,0,0,0,4,0,0,0,?
139,238,2,8,1,0,0,5,0,0,0,?
139,365,1,9,3,0,0,8,0,0,1,?
139,79,0,0,0,1,0,4,1,0,0,?
139,281,0,2,0,3,1,11,0,1,0,?
139,127,1,4,0,1,0,11,0,1,0,?
139,250,4,11,0,4,0,10,1,0,0,?
139,231,0,2,0,0,0,0,1,0,0,?
139,149,0,1,0,0,0,3,0,1,0,?
139,48,0,3,0,0,0,3,0,0,0,?
139,984,1,2,0,1,0,19,1,0,0,?
139,230,0,8,0,0,0,1,0,1,0,?
139,53,0,7,0,0,0,3,0,1,0,?
139,130,3,5,2,2,0,15,0,0,0,?
139,238,1,0,1,0,0,14,1,0,0,?
139,629,5,3,3,1,0,14,0,0,0,?
139,373,0,6,0,0,0,4,0,0,0,?
139,460,0,3,0,0,0,2,0,0,0,?
141,221,0,5,0,0,0,2,0,0,0,?
139,105,0,4,0,0,0,4,0,1,0,?
139,268,1,9,0,2,0,16,0,2,0,?
139,232,0,1,0,0,0,6,0,2,0,?
139,371,1,2,1,0,2,8,0,0,0,?
139,21,0,9,1,0,1,8,0,2,1,?
139,476,3,3,2,0,0,12,0,0,0,?
139,641,3,2,1,1,0,7,0,1,0,?
139,126,0,8,0,0,0,6,0,0,0,?
139,1204,0,0,0,1,0,5,1,0,0,?
139,375,0,5,0,0,0,12,1,1,1,?
139,369,0,3,0,2,0,10,0,1,0,?
138,234,2,3,1,2,0,16,1,3,1,?
138,437,1,10,0,0,0,16,0,3,0,?
140,957,0,1,0,0,0,7,0,0,0,?
138,127,1,0,0,1,0,4,0,2,0,?
138,504,0,0,0,2,0,6,0,0,0,?
139,659,0,6,0,0,0,4,0,0,0,?
138,94,3,2,1,0,1,13,2,1,1,?
138,438,0,7,0,1,1,9,1,0,0,?
138,546,2,16,3,0,0,13,0,0,0,?
138,592,0,3,0,0,0,4,1,0,0,?
138,179,0,4,0,0,0,1,0,1,0,?
139,248,1,0,0,1,0,4,0,0,0,?
138,124,0,6,0,0,0,3,0,1,0,?
138,190,0,5,0,1,0,2,0,0,0,?
138,183,0,2,0,0,0,5,0,1,0,?
138,565,0,6,0,0,0,6,0,1,0,?
138,90,5,1,3,2,0,11,0,0,0,?
138,301,1,0,0,0,0,4,1,1,0,?
138,119,0,3,0,0,0,3,0,0,1,?
138,171,1,5,1,1,0,1,1,1,0,?
138,150,0,5,0,0,0,4,0,0,0,?
138,132,0,5,0,0,0,0,1,0,0,?
138,88,0,0,0,0,0,0,0,0,0,?
142,43,0,0,0,0,0,0,0,0,0,?
138,285,0,2,0,0,0,5,0,1,0,?
138,286,1,2,0,0,0,6,1,1,0,?
138,160,0,1,0,0,0,0,0,0,0,?
138,369,0,3,0,0,0,1,0,0,0,?
137,195,1,11,0,1,0,18,1,3,0,?
137,189,0,10,0,0,0,3,0,0,0,?
137,124,0,7,0,0,0,1,0,0,0,?
137,190,0,8,0,1,0,10,1,1,0,?
137,49,0,4,0,0,0,14,0,0,0,?
137,208,0,2,0,0,0,6,1,0,0,?
142,80,1,6,0,0,0,14,0,0,0,?
137,317,2,11,1,1,0,14,0,0,0,?
136,128,0,2,0,1,0,3,0,0,0,?
137,154,0,0,0,1,1,2,0,0,0,?
137,377,0,10,0,0,0,10,0,1,0,?
137,438,0,9,0,0,0,5,0,1,0,?
137,80,0,3,0,0,0,2,0,0,0,?
137,519,0,11,0,0,0,3,0,0,1,?
137,158,0,1,0,2,2,7,0,0,0,?
137,225,0,14,0,0,0,5,0,0,0,?
137,536,0,2,0,1,0,5,0,0,0,?
137,109,0,7,0,0,0,8,0,0,0,?
145,228,2,2,0,2,0,7,0,0,0,?
137,410,0,7,0,0,0,3,0,0,0,?
137,109,4,2,2,3,0,14,1,3,0,?
137,791,0,14,0,1,0,9,0,0,0,?
159,163,1,1,0,0,0,7,0,1,0,?
137,131,0,5,0,0,0,12,0,3,0,?
145,245,0,1,0,0,0,8,0,2,0,?
137,192,1,7,2,1,0,12,0,1,0,?
137,285,3,0,0,0,0,13,0,0,0,?
137,512,0,3,0,0,0,9,0,0,0,?
137,173,3,9,1,0,0,13,0,0,0,?
136,361,2,2,2,1,0,9,0,1,0,?
136,359,0,1,0,0,0,13,1,0,0,?
136,200,3,1,2,1,0,12,0,2,0,?
136,259,5,0,2,3,0,19,1,0,0,?
136,382,1,7,1,0,0,14,0,1,0,?
133,0,0,0,0,0,0,0,0,0,0,?
136,396,0,0,0,0,0,0,1,0,0,?
136,186,1,5,0,1,0,5,1,0,0,?
136,51,1,2,0,1,1,9,1,1,1,?
136,44,0,9,0,0,0,5,0,1,0,?
136,253,0,7,0,0,0,2,0,0,0,?
136,534,1,6,1,0,0,12,0,1,0,?
136,560,1,4,1,0,0,5,2,1,0,?
134,391,0,8,0,1,0,6,0,0,0,?
136,231,3,1,1,2,0,9,0,0,0,?
143,990,1,0,1,1,0,2,0,0,0,?
142,176,0,10,0,0,0,8,2,0,1,?
136,684,0,13,1,0,0,14,0,1,0,?
136,189,0,2,0,0,0,5,0,0,0,?
136,64,0,15,0,0,0,9,0,1,0,?
136,83,2,3,2,1,0,16,0,1,0,?
136,554,1,4,1,0,0,6,0,0,0,?
136,239,0,13,0,0,0,3,0,1,0,?
136,785,0,7,0,0,0,12,1,0,0,?
135,1,1,4,0,0,0,6,0,0,0,?
135,355,0,8,0,0,0,8,1,0,0,?
135,296,0,2,0,1,0,13,0,0,0,?
135,480,0,0,0,0,0,1,3,0,1,?
135,459,3,14,2,0,0,15,0,0,0,?
135,156,0,13,0,0,0,7,0,0,0,?
134,393,0,3,0,0,0,4,0,0,0,?
135,298,0,7,0,0,0,4,0,0,0,?
135,194,3,3,2,0,0,9,0,0,0,?
135,340,0,2,0,1,0,9,0,0,0,?
136,178,1,5,1,1,0,8,0,0,0,?
135,101,0,2,0,1,0,2,0,0,0,?
135,103,0,0,0,0,0,0,0,0,2,?
135,561,0,3,0,1,0,2,0,0,0,?
135,57,1,12,0,0,0,11,1,1,0,?
135,178,4,3,3,1,0,10,1,1,0,?
135,98,0,3,0,0,0,2,0,0,0,?
135,309,0,12,0,0,0,7,0,0,0,?
135,149,0,2,0,1,0,3,0,0,0,?
135,102,3,5,1,4,0,8,0,0,0,?
135,200,3,1,1,2,0,5,0,1,0,?
135,442,3,11,3,0,0,10,0,1,0,?
135,168,0,4,0,0,0,2,0,0,0,?
135,124,8,1,4,0,0,14,0,3,0,?
135,366,0,17,0,0,0,8,0,0,0,?
135,212,0,4,0,1,0,3,0,0,0,?
135,252,0,1,0,2,0,7,1,0,0,?
135,200,1,2,0,1,0,7,0,0,0,?
158,7,2,15,0,0,0,11,0,1,0,?
135,545,1,14,1,0,0,13,0,0,0,?
135,53,0,8,0,0,0,3,0,1,0,?
135,344,0,12,0,0,0,4,0,0,0,?
135,103,0,1,0,0,0,3,0,2,0,?
135,286,0,0,0,1,0,3,0,0,0,?
135,467,1,8,0,1,0,18,0,0,0,?
135,529,0,4,0,0,0,7,0,1,0,?
134,472,0,10,0,1,1,6,0,2,0,?
134,85,1,4,1,1,1,6,0,1,0,?
134,202,0,11,0,0,0,12,0,1,0,?
134,593,0,0,0,1,0,11,0,1,0,?
134,12,0,0,0,0,0,4,0,0,0,?
134,56,0,3,0,0,0,9,1,0,0,?
134,198,3,4,2,0,0,9,0,0,0,?
134,76,3,3,2,0,0,7,0,2,0,?
134,306,1,5,0,0,0,8,1,1,0,?
134,246,1,8,1,0,0,7,0,0,2,?
134,538,7,2,3,3,0,17,0,2,0,?
136,267,1,1,0,0,0,6,0,0,0,?
134,158,3,1,0,3,0,11,1,2,0,?
134,648,1,4,2,0,0,9,0,0,0,?
134,553,0,9,0,0,0,1,0,0,0,?
134,697,2,0,3,4,0,15,0,0,0,?
134,179,3,4,2,0,0,11,0,0,0,?
134,211,0,2,0,2,0,10,1,0,0,?
134,222,3,11,2,2,0,16,0,2,0,?
134,695,0,2,0,0,0,6,1,1,0,?
134,544,0,7,0,0,0,7,0,1,0,?
134,375,3,6,2,2,1,12,0,1,0,?
134,520,0,0,0,0,0,3,0,0,0,?
134,59,0,8,0,0,1,6,0,1,0,?
134,785,9,1,4,4,0,24,1,1,0,?
134,441,0,6,0,1,1,9,0,1,0,?
134,317,2,3,1,2,2,9,1,3,0,?
134,123,1,3,0,0,0,8,0,3,0,?
142,125,0,5,0,0,0,5,0,0,0,?
134,604,2,6,0,2,1,9,1,2,0,?
133,682,1,3,1,0,0,5,0,0,0,?
133,235,1,7,0,0,0,6,0,0,0,?
133,240,1,4,1,1,1,7,0,2,0,?
133,718,1,2,1,2,1,9,0,0,0,?
133,815,0,1,0,3,0,7,1,0,0,?
133,569,2,2,2,0,0,9,0,0,0,?
135,252,0,2,0,0,0,0,0,0,0,?
133,355,3,11,3,0,0,20,0,2,0,?
133,217,2,3,1,2,0,14,0,1,0,?
133,172,0,0,0,1,0,3,0,0,0,?
133,473,1,0,1,0,0,11,1,2,0,?
133,499,0,8,0,1,0,13,1,0,0,?
133,702,2,5,0,2,0,15,0,0,0,?
133,170,0,4,0,0,0,4,0,1,0,?
132,508,3,6,1,1,0,15,0,0,0,?
132,819,2,7,3,0,0,11,0,0,0,?
133,141,0,10,0,1,1,6,1,0,0,?
136,911,6,1,4,4,0,21,1,0,0,?
133,43,0,8,0,0,0,11,0,0,0,?
133,184,5,6,3,4,0,20,1,0,0,?
133,413,0,2,0,1,1,1,0,1,0,?
133,370,3,1,3,0,0,11,0,1,0,?
133,553,1,9,0,0,0,12,0,1,0,?
133,219,0,3,0,0,0,1,0,0,0,?
134,59,0,11,0,0,0,5,0,0,0,?
133,490,0,8,0,0,0,7,0,0,0,?
133,116,2,4,2,1,0,19,0,2,0,?
133,148,0,1,0,0,0,0,0,0,0,?
132,220,0,9,0,0,0,5,2,0,0,?
132,265,1,2,0,0,1,5,1,0,0,?
132,217,0,0,2,0,0,11,1,1,0,?
130,552,3,6,0,3,0,12,0,0,0,?
132,172,4,6,1,1,1,10,0,1,0,?
132,3,0,7,0,0,0,7,0,0,0,?
132,273,1,5,0,1,0,5,1,1,0,?
132,693,1,2,0,3,0,18,0,2,0,?
131,3,5,1,1,0,0,6,0,1,0,?
132,380,1,6,1,0,0,5,0,1,0,?
132,118,0,5,0,0,0,1,0,1,0,?
132,739,0,6,0,0,0,7,0,0,0,?
132,537,0,21,0,0,0,7,1,0,0,?
132,275,0,0,1,0,0,16,0,2,0,?
132,334,1,1,0,0,0,2,0,0,0,?
132,216,1,0,0,0,0,3,0,0,0,?
132,207,0,3,0,1,0,3,0,1,0,?
132,261,1,2,0,1,1,8,1,0,0,?
132,274,1,2,0,2,0,10,0,0,0,?
132,142,0,0,0,0,0,3,0,0,0,?
132,258,0,3,0,0,0,3,0,0,0,?
132,188,2,3,0,3,0,9,0,0,0,?
132,279,1,6,0,1,0,6,0,0,0,?
134,153,2,2,0,3,0,13,1,0,0,?
132,435,2,10,1,0,0,9,0,1,0,?
132,167,0,10,0,0,0,6,0,0,0,?
132,149,1,1,0,0,1,9,0,0,0,?
132,132,0,13,0,0,0,3,0,1,0,?
132,346,1,2,1,1,2,10,0,0,0,?
132,39,2,2,0,3,0,7,0,1,0,?
132,170,0,0,0,2,0,5,1,0,0,?
132,991,0,7,0,0,0,6,3,1,1,?
131,560,0,1,0,2,0,6,0,2,0,?
131,120,0,9,0,0,0,10,0,1,0,?
131,1230,0,6,0,0,0,10,0,0,0,?
131,357,0,3,0,0,0,2,0,0,0,?
131,345,1,2,1,0,0,15,0,0,0,?
131,292,0,9,0,0,0,8,2,0,0,?
131,185,0,7,0,0,0,3,0,1,0,?
131,216,0,12,0,0,0,4,0,0,0,?
131,1990,0,2,0,0,0,1,1,1,0,?
131,524,1,1,1,1,0,10,0,1,0,?
129,98,0,0,0,0,0,0,0,0,0,?
131,163,1,2,1,1,0,6,0,0,0,?
131,84,0,0,0,0,0,3,1,0,0,?
131,542,3,2,1,1,0,12,0,1,0,?
131,355,0,5,0,0,0,1,1,0,0,?
131,602,0,20,0,2,0,14,0,2,0,?
131,87,0,2,0,0,0,1,1,0,0,?
131,300,0,7,0,0,0,0,0,0,1,?
132,894,0,9,0,0,0,1,2,0,0,?
131,362,1,7,0,3,0,10,1,0,0,?
131,230,0,2,0,1,0,3,0,0,0,?
130,222,0,11,0,0,0,6,1,1,0,?
131,243,0,5,0,0,0,0,0,1,0,?
139,238,0,7,0,0,0,1,0,0,0,?
131,18,0,9,1,1,0,16,2,1,0,?
134,665,4,2,0,0,0,18,1,0,0,?
130,149,0,11,0,0,0,5,1,1,0,?
130,764,4,5,2,3,0,19,0,1,0,?
130,163,2,2,0,2,0,6,1,0,0,?
130,291,0,0,0,1,0,1,0,1,0,?
130,78,0,0,0,0,0,2,0,0,0,?
129,1086,2,4,2,0,0,17,0,0,0,?
130,188,2,4,2,0,0,10,0,2,0,?
130,205,0,7,0,1,0,6,0,0,0,?
130,51,1,1,0,3,2,10,1,1,0,?
130,545,0,4,0,2,0,6,0,0,0,?
130,107,1,4,1,1,1,16,0,0,0,?
130,272,0,3,0,0,0,4,0,0,0,?
130,276,3,1,4,1,0,16,0,0,0,?
130,192,1,3,0,0,0,5,0,0,0,?
130,295,0,2,0,2,0,5,0,0,0,?
130,79,1,8,0,2,0,10,0,1,0,?
130,88,0,15,0,0,0,7,1,0,0,?
130,166,1,3,0,3,0,11,2,0,0,?
130,45,1,2,0,1,1,11,0,0,0,?
130,172,0,5,0,0,0,6,0,0,0,?
130,246,0,11,0,0,0,1,0,0,0,?
130,249,2,2,2,4,0,17,1,0,0,?
130,77,0,7,0,0,0,6,1,0,0,?
130,290,0,18,0,0,0,14,1,0,0,?
129,377,0,15,0,1,0,7,0,0,0,?
128,512,0,3,0,0,0,7,0,0,0,?
129,547,0,1,0,2,0,11,1,0,0,?
126,162,0,6,0,0,0,6,1,0,0,?
129,150,1,3,0,0,0,6,0,0,0,?
129,310,0,2,0,0,0,2,1,0,0,?
129,212,0,8,0,0,0,3,0,0,0,?
129,339,0,4,0,1,1,6,1,0,0,?
130,141,1,0,0,0,0,10,1,0,0,?
129,434,0,3,0,0,0,2,1,0,0,?
129,168,0,4,0,0,0,1,1,0,0,?
130,1331,0,4,0,0,0,2,0,0,0,?
129,213,1,1,1,0,0,11,0,0,0,?
129,195,0,4,0,0,0,0,0,2,0,?
128,285,0,11,0,0,0,5,0,0,0,?
129,826,1,13,1,0,0,15,0,0,0,?
129,959,0,1,0,1,0,3,1,1,0,?
129,1118,7,2,3,3,0,19,0,0,0,?
129,106,1,1,0,1,1,8,0,0,0,?
129,829,1,4,1,1,0,9,0,1,1,?
129,104,0,17,0,1,0,10,0,1,0,?
135,248,1,7,1,1,0,13,0,0,0,?
128,94,0,6,0,1,0,7,0,0,0,?
128,160,0,13,0,0,0,5,0,2,0,?
128,264,0,6,0,1,0,5,0,0,0,?
128,173,0,14,0,0,0,4,0,1,0,?
128,579,0,2,0,0,0,0,0,0,0,?
128,200,6,1,4,2,0,13,1,0,0,?
128,179,0,4,0,0,0,1,0,0,0,?
128,238,2,0,2,0,1,6,0,1,0,?
128,197,1,2,0,1,0,3,0,0,0,?
128,239,0,4,0,0,0,3,0,0,0,?
128,264,2,2,0,4,0,16,0,0,0,?
128,275,5,6,1,0,0,11,0,3,0,?
128,181,0,3,0,0,1,12,0,1,0,?
128,674,1,3,0,1,0,15,1,0,0,?
128,288,3,9,1,2,0,17,0,1,0,?
128,184,0,19,0,0,0,6,0,1,0,?
128,569,0,0,0,0,0,4,0,0,0,?
128,186,0,9,1,1,0,5,1,0,0,?
128,121,0,2,0,1,0,1,0,0,0,?
128,420,3,1,3,2,0,15,0,0,0,?
128,435,2,14,3,0,0,8,0,1,0,?
128,157,3,10,1,0,0,8,0,1,0,?
128,441,0,4,0,0,0,10,1,0,0,?
145,211,0,3,0,1,0,2,0,0,0,?
128,238,0,16,0,0,0,4,0,1,0,?
128,176,0,13,0,0,0,10,0,0,0,?
128,311,0,0,0,0,0,4,0,2,0,?
128,817,2,1,1,0,0,15,0,0,0,?
130,303,0,14,0,0,0,8,0,1,0,?
127,1535,0,0,0,0,0,5,0,0,0,?
127,172,0,8,0,0,0,5,1,0,0,?
126,807,0,5,0,0,0,7,0,0,0,?
127,105,4,2,0,2,0,13,1,0,0,?
127,656,4,1,1,1,0,13,1,0,0,?
127,77,3,3,2,1,0,11,0,0,0,?
127,213,0,4,0,0,0,4,0,0,0,?
130,42,1,9,1,0,0,5,0,0,0,?
127,223,1,0,0,1,0,15,1,1,0,?
127,56,0,2,0,0,0,6,1,1,0,?
127,290,1,10,1,1,1,10,1,0,0,?
127,189,0,4,0,0,0,9,0,0,0,?
131,556,0,19,0,0,0,11,2,0,0,?
127,140,6,1,6,1,0,18,1,0,1,?
127,743,0,20,0,0,0,10,1,0,0,?
127,93,0,3,0,1,1,4,0,4,0,?
127,190,0,2,0,1,1,1,0,1,0,?
127,240,0,9,0,0,0,6,0,0,0,?
127,1237,1,4,0,0,0,8,0,0,0,?
132,262,0,3,0,1,0,2,0,0,0,?
127,249,1,15,1,1,0,8,0,2,0,?
127,323,4,7,3,3,1,19,0,1,0,?
127,163,2,14,0,0,0,20,0,0,0,?
127,994,0,4,0,0,0,6,0,0,0,?
127,229,0,1,0,1,0,12,0,0,0,?
127,47,0,6,0,0,0,3,1,0,0,?
127,78,1,12,0,1,0,5,0,0,1,?
130,152,1,7,0,1,0,6,0,0,0,?
127,96,2,5,0,1,0,13,0,0,0,?
130,193,0,7,0,0,0,6,0,1,0,?
126,544,0,0,0,4,0,16,1,0,0,?
140,191,0,17,0,0,0,9,1,0,0,?
126,234,0,5,0,0,0,6,0,0,0,?
126,358,0,3,1,1,0,10,0,0,0,?
125,292,0,4,0,1,0,3,1,2,0,?
127,430,2,3,0,0,0,11,0,0,0,?
126,85,0,14,0,1,0,12,0,2,0,?
126,95,0,5,0,0,0,4,0,0,0,?
126,29,0,2,0,0,0,2,0,0,0,?
126,385,0,8,0,0,0,9,0,1,0,?
126,478,0,7,0,1,0,7,0,1,0,?
126,226,0,3,0,1,0,6,0,0,0,?
126,183,0,8,0,0,0,2,0,0,0,?
126,288,1,6,1,0,0,10,1,0,0,?
126,142,0,1,0,0,0,0,0,0,0,?
126,24,5,1,1,1,1,15,0,0,0,?
126,248,1,0,0,2,0,3,0,0,0,?
126,82,0,7,0,0,0,3,0,0,0,?
126,167,0,16,0,0,0,8,0,1,0,?
126,308,1,6,0,0,0,7,0,1,0,?
125,480,0,3,0,0,0,7,0,0,0,?
129,258,0,9,0,0,0,2,1,0,0,?
129,227,0,11,0,0,0,10,0,0,0,?
126,270,0,4,0,0,0,3,1,0,0,?
126,125,0,6,0,0,0,12,1,0,0,?
126,345,1,13,0,0,0,7,0,1,0,?
126,212,0,7,0,0,0,2,0,0,0,?
126,383,1,0,0,0,0,5,1,0,0,?
126,1300,4,4,3,3,0,15,0,2,0,?
126,413,0,9,0,0,0,11,0,2,0,?
163,244,4,4,2,0,0,14,0,2,0,?
126,355,1,8,0,1,0,8,1,0,0,?
126,365,1,2,1,0,0,10,0,1,0,?
126,163,4,8,1,1,0,12,0,2,0,?
126,405,0,12,0,1,0,12,1,1,0,?
127,167,0,1,0,0,0,10,0,0,0,?
129,207,0,3,0,1,0,3,0,0,0,?
125,160,0,12,0,1,0,7,0,1,0,?
125,186,0,5,0,0,0,2,0,0,0,?
125,380,0,6,0,0,0,5,0,1,0,?
125,410,2,4,0,1,0,10,1,0,0,?
125,575,1,0,1,0,0,5,0,0,0,?
125,223,0,2,0,0,0,1,0,0,0,?
125,171,0,4,0,0,0,4,0,0,0,?
125,435,2,3,1,0,0,14,0,2,0,?
125,119,1,0,0,1,1,11,0,2,0,?
124,439,0,8,0,0,0,5,1,0,0,?
125,344,0,4,1,0,0,9,1,1,0,?
125,66,1,1,0,0,0,12,0,0,0,?
125,269,0,3,0,1,0,12,0,0,0,?
125,202,2,0,0,3,0,7,0,0,1,?
125,140,0,7,0,0,0,5,0,0,0,?
125,397,1,3,1,0,0,4,0,0,0,?
125,678,1,4,1,0,0,1,0,0,0,?
125,79,0,7,0,0,0,13,0,0,0,?
125,103,0,3,0,0,0,1,0,0,0,?
125,117,0,0,0,0,0,2,0,0,0,?
125,163,0,3,0,0,0,0,0,0,0,?
125,182,0,1,0,0,0,9,0,0,0,?
125,218,0,5,0,0,0,3,1,0,0,?
125,248,0,0,0,0,0,0,0,0,0,?
125,263,0,5,0,0,0,7,1,1,0,?
125,82,2,8,1,1,0,7,0,0,0,?
125,98,4,8,0,2,0,12,0,1,0,?
127,263,1,8,0,1,0,11,0,0,0,?
136,82,0,10,0,1,0,10,0,0,0,?
125,176,0,6,0,0,0,5,0,0,0,?
125,707,0,10,0,0,0,8,0,0,0,?
124,195,0,7,0,0,0,6,1,1,0,?
124,130,3,2,2,1,0,11,0,0,0,?
124,798,1,2,0,1,0,15,0,1,0,?
124,514,0,8,0,0,0,5,2,0,1,?
124,270,0,0,0,1,0,5,0,0,0,?
124,152,0,0,0,1,0,12,1,0,0,?
123,181,0,1,0,1,0,7,0,2,0,?
124,230,0,8,0,0,0,1,0,0,0,?
124,387,2,6,0,1,0,9,1,0,0,?
124,129,0,5,0,0,0,7,0,0,0,?
124,204,0,0,0,0,0,2,1,0,1,?
124,644,3,1,4,2,0,15,0,0,0,?
132,399,0,2,0,0,0,5,0,0,0,?
124,244,1,2,1,1,1,4,1,0,0,?
124,455,0,1,0,1,1,10,1,2,0,?
124,503,1,9,1,0,0,11,1,3,0,?
124,462,0,2,0,0,0,2,0,0,0,?
124,152,1,2,0,2,0,12,1,2,0,?
124,207,1,10,1,0,0,11,1,1,0,?
126,130,0,2,0,0,0,1,0,0,0,?
124,372,0,5,0,1,0,6,1,0,0,?
124,114,1,4,1,1,0,5,0,0,0,?
124,203,2,5,2,0,0,16,1,2,0,?
124,174,2,4,0,1,0,5,0,0,0,?
124,147,1,20,2,1,0,8,0,0,0,?
124,40,2,1,2,1,0,19,0,0,0,?
124,330,0,4,0,0,0,3,1,0,0,?
124,41,0,3,0,2,0,8,0,1,0,?
124,345,0,9,0,0,0,9,0,0,0,?
127,76,2,8,2,1,0,13,0,0,0,?
124,269,0,6,0,0,0,10,0,1,0,?
125,116,2,5,1,0,0,13,0,1,0,?
124,104,1,8,0,0,0,8,0,1,0,?
124,304,1,0,0,1,0,3,1,1,0,?
125,356,0,12,0,0,0,5,0,2,0,?
162,365,0,7,0,0,0,3,0,0,0,?
123,66,4,0,4,0,0,13,0,1,0,?
123,169,0,1,0,0,0,10,1,0,0,?
123,553,2,7,1,0,0,10,0,2,0,?
123,294,1,27,0,0,0,15,0,0,0,?
123,470,1,1,1,0,1,9,0,0,0,?
123,312,6,3,4,2,0,17,1,1,0,?
123,167,0,4,0,0,0,2,1,0,0,?
126,183,1,9,0,1,0,12,1,1,0,?
